,Dir Rank,Movie,actor,type,role,aw
5881,CsS15,Fairy Tale: A True Story,Harvey Keitel,\Und,"magician ""Harry Houdini""",|
5882,CTB10,Abbott and Costello Meet Frankenstein,Bud Abbott,\Und,railway porter,|
5883,CTB10,Abbott and Costello Meet Frankenstein,Lou Costello,\Vic,"railway porter, victim patient",|
5884,CTB10,Abbott and Costello Meet Frankenstein,Bela Lugosi,\Sci,"scientist ""Dracula""",|
5885,CTB10,Abbott and Costello Meet Frankenstein,Lon Chaney,\Und,"wolfman ""Larry Talbot""",|
5886,CTB10,Abbott and Costello Meet Frankenstein,Glenn Strange,\Und,"Frankenstein's monster ""Karloff""",|
5887,CTB10,Abbott and Costello Meet Frankenstein,Lenore Aubert,\Und,scientist,|
5888,CTB10,Abbott and Costello Meet Frankenstein,Vincent Price,\Voi,invisibla man,|
5889,CTB10,Abbott and Costello Meet Frankenstein,Jane Randolph,\Und,und,|
5890,CTB10,Abbott and Costello Meet Frankenstein,Frank Ferguson,\Und,und,|
5891,CTB10,Abbott and Costello Meet Frankenstein,Charles T. Bradstreet,\Und,und,|
5892,CTB15,Africa Screams,Bud Abbott,\Und,und,|
5893,CTB15,Africa Screams,Lou Costello,\Und,und,|
5894,CTB15,Africa Screams,Max Baer,\Und,heavyweight,|
5895,CTB15,Africa Screams,Buddy Baer,\Und,heavyweight,|
5896,CTB15,Africa Screams,Hillary Brooke,\Und,und,|
5897,CTB15,Africa Screams,Frank Buck,\Und,und,|
5898,CTB15,Africa Screams,Shemp Howard,\Und,stooge,|
5899,CTB15,Africa Screams,Joe Besser,\Und,future stooge,|
5900,CTB15,Africa Screams,Clyde Beatty,\Und,lion tamer,|
5901,CTB16,"Abbott and Costello Meet the Killer, Boris Karloff",Bud Abbott,\Und,bell boy,|
5902,CTB16,"Abbott and Costello Meet the Killer, Boris Karloff",Lou Costello,\Und,bellboy,|
5903,CTB16,"Abbott and Costello Meet the Killer, Boris Karloff",Boris Karloff,\Und,mad Swami,|
5904,CTB16,"Abbott and Costello Meet the Killer, Boris Karloff",Gar Moore,\Und,RZ:scientist,|
5905,CTB16,"Abbott and Costello Meet the Killer, Boris Karloff",Lenore Aubert,\Und,scientist,|
5906,CTB16,"Abbott and Costello Meet the Killer, Boris Karloff",Roland Winters,\Und,und,|
5907,CTB16,"Abbott and Costello Meet the Killer, Boris Karloff",Percy Helton,\Und,und,|
5908,CTB16,"Abbott and Costello Meet the Killer, Boris Karloff",Alan Mowbray,\Und,und,|
5909,CTB16,"Abbott and Costello Meet the Killer, Boris Karloff",Billy Gray,\Und,und,|
5910,CTB25,Shaggy Dog,Fred MacMurray,\Und,mailman,|
5911,CTB25,Shaggy Dog,Tommy Kirk,\Und,"RS:son, becomes a hero to sheepdog",Er(Tommy Hill)
5912,CTB25,Shaggy Dog,Jean Hagen,\Und,und,|
5913,CTB25,Shaggy Dog,Annette Funicello,\Und,und,|
5914,CTB25,Shaggy Dog,Cecil Kellaway,\Und,und,|
5915,CTB25,Shaggy Dog,Tim Considine,\Und,und,|
5916,CTB25,Shaggy Dog,Strother Martin,\Und,und,|
5917,CTH10,The Big Fall,C.Thomas Howell,\Und,"detective ""Blaise Rysbeck""",|
5918,CTH10,The Big Fall,s a,\Und,"blonde, mysterious client ""Emma Roussell""",|
5919,CTK10,Three Ninjas Kick Back,Victor Wong,\Und,grandfather,|
5920,CTK10,Three Ninjas Kick Back,Max Elliott Slade,\Und,martial-arts student,|
5921,CTK10,Three Ninjas Kick Back,Sean Fox,\Und,martial-arts student,|
5922,CTK10,Three Ninjas Kick Back,Evan Bonifant,\Und,martial-arts student,|
5923,CTK10,Three Ninjas Kick Back,Dustin Nguyen,\Und,und,|
5924,CTK10,Three Ninjas Kick Back,Sab Shimono,\Und,und,|
5925,CuB32,My Reputation,Barbara Stanwyk,\Und,und,|
5926,CuB32,My Reputation,George Brent,\Und,und,|
5927,CuB34,Possessed,Joan Crawford,\Psy,emotianlly unstable nurse,|
5928,CuB34,Possessed,Van Heflin,\Vic,"engineer, loved, falls for step-daughter, killed",|
5929,CuB34,Possessed,Raymond Massey,\Und,"oil man, employer, husband",|
5930,CuB34,Possessed,Geraldine Brooks,\Und,step-daughter,|
5931,CuB34,Possessed,Stanley Ridges,\Und,RZ:psychatrist,|
5932,CuB34,Possessed,John Ridgely,\Und,und,|
5933,CuB34,Possessed,Moroni Olsen,\Und,und,|
5934,CuB34,Possessed,Monte Blue,\Und,und,|
5935,CuB39,Miss Sadie Thompson,Rita Hayworth,\Und,shady lady,|
5936,CuB37,The Merry Widow,Lana Turner,\Und,widow,|
5937,CuB37,The Merry Widow,Fernando Lamas,\Und,und,|
5938,CuB37,The Merry Widow,Una Merkel,\Und,und,|
5939,CuB37,The Merry Widow,Richard Haydn,\Und,und,|
5940,CuB37,The Merry Widow,Thomas Gomez,\Und,und,|
5941,CuB37,The Merry Widow,John Abbott,\Und,und,|
5942,CuB37,The Merry Widow,Marcel Dalio,\Und,und,|
5943,CuB37,The Merry Widow,Robert coote,\Und,und,|
5944,CuB40,Beau Brummel,Stewart Granger,\Und,"dandy ""Beau Brummel""",|
5945,CuB40,Beau Brummel,Elizabeth Taylor,\Und,und,|
5946,CuB40,Beau Brummel,Peter Ustinov,\Und,"prince ""of Wales""",|
5947,CuB40,Beau Brummel,Robert Morley,\Rul,"king ""George III""",|
5948,CuB44,Kisses for My President,Polly Bergen,\Und,president,|
5949,CuB44,Kisses for My President,Fred McMurray,\Und,presidents husband,|
5950,CuB44,Kisses for My President,Arlene Dahl,\Und,und,|
5951,CuB44,Kisses for My President,Eli Wallach,\Und,und,|
5952,CuB44,Kisses for My President,Edward Andrews,\Und,und,|
5953,CuH14,Devil Dog: The Hound of Hell,Richard Crenna,\Und,und,|
5954,CuH14,Devil Dog: The Hound of Hell,Yvette Mimieux,\Und,und,|
5955,CuH14,Devil Dog: The Hound of Hell,Kim Richards,\Und,und,|
5956,CuH14,Devil Dog: The Hound of Hell,Ike Eisenmann,\Und,und,|
5957,CuH20,Mata Hari,Sylvia Kristel,\Und,"lady spy, executed",|
5958,CuH20,Mata Hari,Christopher Cazenove,\Und,French lover,|
5959,CuH20,Mata Hari,Oliver Tobias,\Und,German lover,|
5960,CuH20,Mata Hari,Gaye Brown,\Und,friend,|
5961,CuH20,Mata Hari,William Fox,\Und,und,|
5962,CVi10,La Discrete,Fabrice Luchini,\Und,jilted writer,|
5963,CVi10,La Discrete,Judith Henry,\Und,"new lover, subject of revenge",|
5964,CVi16,La seperation,Isabelle Hupert,\Und,"wife, separating",|
5965,CVi16,La seperation,Daniel Auteuil,\Und,und,|
5966,CWh10,That'll be the Day,David Essex,\Und,"drifter, becomes pop star",|
5967,CWh10,That'll be the Day,Ringo Starr,\Und,und,|
5968,CWh10,That'll be the Day,Keith Moon,\Und,und,|
5969,CWh10,That'll be the Day,Rosemary Leach,\Und,und,|
5970,CWh10,That'll be the Day,Rosalind Ayres,\Und,und,|
5971,CWh10,That'll be the Day,James Booth,\Und,und,|
5972,CWi10,So Lang noch ein Waltzer von Strauss Erklingt,Gustav Froehlich,\Und,"composer ""Johann Strauss jr.""",|
5973,CWi10,So Lang noch ein Waltzer von Strauss Erklingt,Hans Junkermann,\Und,"composer ""Johann Strauss sr.""",|
5974,CWl10,Der Stolz der Firma,Ernst Lubitsch,\Und,"Jewish apprentice, fired, moves to Berlin",|
5975,CWl10,Der Stolz der Firma,Martha Krivitz,\Und,boss' daughter,|
5976,CWm10,"Superstar ""The Life and Times of Andy Warhol""",Andy Warhol,\Und,"artist ""Andy Warhol""",|
5977,CWm10,"Superstar ""The Life and Times of Andy Warhol""",Holly Woodlawn,\Und,und,|
5978,CWm10,"Superstar ""The Life and Times of Andy Warhol""",Gerard Malanga,\Und,und,|
5979,CWm10,"Superstar ""The Life and Times of Andy Warhol""",Fran Lebowitz,\Und,und,|
5980,CWm10,"Superstar ""The Life and Times of Andy Warhol""",Grace Jones,\Und,und,|
5981,CWm10,"Superstar ""The Life and Times of Andy Warhol""",Taylor Meade,\Und,und,|
5982,CWm10,"Superstar ""The Life and Times of Andy Warhol""",Lou Reed,\Und,und,|
5983,CWm10,"Superstar ""The Life and Times of Andy Warhol""",Shelley Winters,\Und,und,|
5984,CWm10,"Superstar ""The Life and Times of Andy Warhol""",Ultraviolet,\Und,und,|
5985,CWr3,A Day in the Life of Ivan Denisovitch,Tom Courtenay,\Und,prisoner,|
5986,CWr3,A Day in the Life of Ivan Denisovitch,Esper Skouter,\Und,und,|
5987,CWr3,A Day in the Life of Ivan Denisovitch,James Maxwell,\Und,und,|
5988,CWr3,A Day in the Life of Ivan Denisovitch,Alfred Burke,\Und,und,|
5989,CWr3,A Day in the Life of Ivan Denisovitch,Eric Thompson,\Und,und,|
5990,CWr3,A Day in the Life of Ivan Denisovitch,Matthew Guiness,\Und,und,|
5991,CWr10,Ransom,Sean Connery,\Vic,"RZ:British ambassador, kidnapped",|
5992,CWr10,Ransom,Ian McShane,\Agn,RZ:Norwegian security chief,|
5993,CWr10,Ransom,Norman Bristow,\Und,und,|
5994,CWr10,Ransom,John Cording,\Und,und,|
5995,CWr10,Ransom,Isabel Dean,\Und,und,|
5996,CWr10,Ransom,William Fox,\Und,und,|
5997,CWr10,Ransom,Robert Harris,\Und,und,|
5998,CyC10,Les Nuits Fauves,Cyril Collard,\Und,"bisexual filmmaker, getsinfected ""Cyril Collard""",|
5999,CyC10,Les Nuits Fauves,Romane Bohringer,\Und,love,|
6000,CyC10,Les Nuits Fauves,Carlos Lopez,\Und,lover,|
6001,CyE8,Try and Get Me,Frank Lovejoy,\Und,und,|
6002,CyE8,Try and Get Me,Richard Carlson,\Und,und,|
6003,CyE8,Try and Get Me,Kathleen Ryan,\Und,und,|
6004,CyE8,Try and Get Me,Lloyd Bridges,\Und,und,|
6005,CyE10,Tarzan's Peril,Lex Barker,\Und,"jungle boy ""Tarzan""",|
6006,CyE30,Mysterious Island,Herbert Lom,\Und,und,|
6007,CyE30,Mysterious Island,Michael Craig,\Und,und,|
6008,CyE30,Mysterious Island,John Greenwood,\Und,und,|
6009,CyE40,De Sade,Keir Dullea,\Psy,"marquis ""deSade""",|
6010,CyS1,Strangers in Good Company,Michelle Sweeney,\Und,bus driver,|
6011,CyS1,Strangers in Good Company,Alice Dabo,\Und,senior woman,|
6012,CyS1,Strangers in Good Company,Constance Garneau,\Und,senior woman,|
6013,CyS1,Strangers in Good Company,Winifred Holden,\Und,senior woman,|
6014,CyS1,Strangers in Good Company,Cissy Meddings,\Und,senior woman,|
6015,CyS1,Strangers in Good Company,Mary Meigs,\Und,senior woman,|
6016,CyS1,Strangers in Good Company,Catherine Roche,\Und,senior woman,|
6017,CyS1,Strangers in Good Company,Beth Webber,\Und,senior woman,|
6018,film,f_title,actor,type,role,awards
6019,DaA1,The Bird with the Crystal Plumage,Tony Musante,\Und,"American, savior",|
6020,DaA1,The Bird with the Crystal Plumage,Suzy Kendall,\Und,American girlfriend,|
6021,DaA1,The Bird with the Crystal Plumage,s a,\Und,"gallery owner's wife, stabbed",|
6022,DaA1,The Bird with the Crystal Plumage,s a,\Und,gallery owner,|
6023,DaA1,The Bird with the Crystal Plumage,s a,\Vil\Psy,"psychopath, murderer",|
6024,DaA1,The Bird with the Crystal Plumage,s a,\Agn,police captain,|
6025,DaA3,The Cat O'Nine Tails,James Franciscus,\Und,"reporter, solves murder",|
6026,DaA3,The Cat O'Nine Tails,Karl Malden,\Und,blind puzzle solver,|
6027,DaA3,The Cat O'Nine Tails,s a,\Und,"murderer, has genetic defect",|
6028,DaA5,Suspira,Jessica Harper,\Inn,"dance student, drugged",|
6029,DaA5,Suspira,Joan Bennett,\Und,"witch, dance teacher",|
6030,DaA5,Suspira,Alida Valli,\Und,"strict witch, dance teacher",|
6031,DaA5,Suspira,Udo Kier,\Und,und,|
6032,DaA5,Suspira,Stefania Casini,\Und,und,|
6033,DaA5,Suspira,Renato Scarpa,\Und,doctor,|
6034,DaA18,Two Evil Eyes,Harvey Keitel,\Und,und,|
6035,DaB3,Sunny Side Up,Janet Gaynor,\Und,slum girl,|
6036,DaB3,Sunny Side Up,Charles Farrell,\Und,son of rich family,|
6037,DaB4,Just Imagine,El Brendel,\Und,"dies, revived 50 years later",|
6038,DaB4,Just Imagine,Maureen OSullivan,\Und,requires permission for marriage,|
6039,DaB4,Just Imagine,Frank Albertson,\Und,und,|
6040,DaB4,Just Imagine,Marjorie White,\Und,und,|
6041,DaB4,Just Imagine,John Garrick,\Und,"suitor, leaves for Mars",|
6042,DaB4,Just Imagine,Hobart Bosworth,\Und,und,|
6043,DaB4,Just Imagine,Mischa Auer,\Und,und,|
6044,DaB5,A Conneticut Yankee,William Farnum,\Und,"king ""Arthur""",|
6045,DaB8,The Littlest Rebel,Shirley Temple,\Und,"girl, gets father released",|
6046,DaB8,The Littlest Rebel,John Boles,\Und,father,|
6047,DaB8,The Littlest Rebel,Jack Holt,\Und,und,|
6048,DaB8,The Littlest Rebel,Karen Morley,\Und,und,|
6049,DaB8,The Littlest Rebel,Bill Robinson,\Und,und,|
6050,DaB8,The Littlest Rebel,Guinn Williams,\Und,und,|
6051,DaB8,The Littlest Rebel,Willie Best,\Und,und,|
6052,DaB8,The Littlest Rebel,Frank McGlynn,\Und,"president, releases father ""Lincoln""",|
6053,DaB9,The Little Colonel,Shirley Temple,\Und,"charmer, ends family feud",|
6054,DaB9,The Little Colonel,Lionel Barrymore,\Und,cnatynkerous grandfather,|
6055,DaB9,The Little Colonel,Evelyn Venable,\Und,RZ:sister,|
6056,DaB9,The Little Colonel,John Lodge,\Und,und,|
6057,DaB9,The Little Colonel,Bojangles Robinson,\Und,und,|
6058,DaB9,The Little Colonel,Hattie McDaniel,\Und,und,|
6059,DaB9,The Little Colonel,Sidney Blackmer,\Und,und,|
6060,DaB11,Captain January,Shirley Temple,\Und,"orphan, lives in lighthouse",|
6061,DaB11,Captain January,Guy Kibbee,\Und,RZ:truant officer,|
6062,DaB11,Captain January,Buddy Ebsen,\Und,RZ:lighthouse keeper,|
6063,DaB11,Captain January,Slim Summerville,\Und,dancing sailor,|
6064,DaB11,Captain January,June Lang,\Und,und,|
6065,DaB11,Captain January,Sara Haden,\Und,amorous widow,|
6066,DaB11,Captain January,Jane Darwell,\Und,truancy officer,|
6067,DaB13,You're a Sweetheart,Alice Faye,\Und,und,|
6068,DaB13,You're a Sweetheart,George Murphy,\Und,und,|
6069,DaB13,You're a Sweetheart,Ken Murray,\Und,und,|
6070,DaB13,You're a Sweetheart,William Gargan,\Und,und,|
6071,DaB13,You're a Sweetheart,Frances Hunt,\Und,und,|
6072,DaB13,You're a Sweetheart,Frank Jenks,\Und,und,|
6073,DaB13,You're a Sweetheart,Andy Devine,\Und,und,|
6074,DaB13,You're a Sweetheart,Charles Winniger,\Und,und,|
6075,DaB13,You're a Sweetheart,Donald Meek,\Und,und,|
6076,DaB17,Playmates,Kay Keyser,\Und,"bandleader, to become shakesperian actor",|
6077,DaB17,Playmates,John Barrymore,\Und,promoter,Nt(final role)
6078,DaB17,Playmates,Ginny Simms,\Und,und,|
6079,DaB17,Playmates,Lupe Velez,\Und,und,|
6080,DaB17,Playmates,May Robson,\Und,und,|
6081,DaB17,Playmates,Patsy Kelly,\Und,und,|
6082,DaB17,Playmates,Peter Lind Hayes,\Und,und,|
6083,DaB17,Playmates,George Cleveland,\Und,r,|
6084,DaB19,Road to Morocco,Bing Crosby,\Und,und,|
6085,DaB19,Road to Morocco,Bob Hope,\Und,und,|
6086,DaB19,Road to Morocco,Dorothy Lamour,\Und,captive princess,|
6087,DaB19,Road to Morocco,Anthony Quinn,\Und,und,|
6088,DaB19,Road to Morocco,Dona Drake,\Und,und,|
6089,DaB20,They Got Me Covered,Bob Hope,\Und,foreign correspondent,|
6090,DaB20,They Got Me Covered,Dorothy Lamour,\Und,und,|
6091,DaB20,They Got Me Covered,Otto Preminger,\Und,und,|
6092,DaB20,They Got Me Covered,Lenore Aubert,\Und,und,|
6093,DaB20,They Got Me Covered,Eduardo Cianelli,\Und,RZ:spy,|
6094,DaB20,They Got Me Covered,Donald Meek,\Und,und,|
6095,DaB20,They Got Me Covered,Florence Bates,\Und,und,|
6096,DaB21,Thank Your Lucky Stars,Eddie Cantor,\Und,showman,|
6097,DaB21,Thank Your Lucky Stars,Dennis Morgan,\Und,und,|
6098,DaB21,Thank Your Lucky Stars,Joan Leslie,\Und,und,|
6099,DaB21,Thank Your Lucky Stars,Edward Everett Horton,\Voi,narrator,|
6100,DaB21,Thank Your Lucky Stars,S.Z. Sakall,\Voi,narrator,|
6101,DaB21,Thank Your Lucky Stars,Humphrey Bogart,\Und,und,|
6102,DaB21,Thank Your Lucky Stars,Jack Carson,\Und,und,|
6103,DaB21,Thank Your Lucky Stars,Bette Davis,\Und,und,|
6104,DaB21,Thank Your Lucky Stars,Olivia deHavilland,\Und,und,|
6105,DaB21,Thank Your Lucky Stars,Errol Flynn,\Und,und,|
6106,DaB21,Thank Your Lucky Stars,John Garfield,\Und,und,|
6107,DaB21,Thank Your Lucky Stars,Alan Hale,\Und,und,|
6108,DaB21,Thank Your Lucky Stars,Ida Lupino,\Und,und,|
6109,DaB21,Thank Your Lucky Stars,Ann Sheridan,\Und,und,|
6110,DaB21,Thank Your Lucky Stars,Dinah Shore,\Und,und,|
6111,DaB21,Thank Your Lucky Stars,George Tobias,\Und,und,|
6112,DaB21,Thank Your Lucky Stars,Spike Jones,\Und,band leader,|
6113,DaB21,Thank Your Lucky Stars,Willie Best,\Und,und,|
6114,DaB21,Thank Your Lucky Stars,Hattie McDaniel,\Und,und,|
6115,DaB23,Two Guys From Milwaukee,Dennis Morgan,\Und,Balkan prince,|
6116,DaB23,Two Guys From Milwaukee,Jack Carson,\Und,cab driver,|
6117,DaB23,Two Guys From Milwaukee,Joan Leslie,\Und,und,|
6118,DaB23,Two Guys From Milwaukee,Janis Paige,\Und,und,|
6119,DaB23,Two Guys From Milwaukee,S.Z. Sakall,\Und,und,|
6120,DaB23,Two Guys From Milwaukee,Franklin Pangborn,\Und,und,|
6121,DaB23,Two Guys From Milwaukee,Lauren Bacall,\Cam,und,|
6122,DaB28,Tea for Two,Doris Day,\Und,"wants to get into show business, to say no for 24 hours",|
6123,DaB28,Tea for Two,Gordon McRae,\Und,nearly bancrupt financier uncle,|
6124,DaB28,Tea for Two,Eve Arden,\Und,RZ:mother,|
6125,DaB28,Tea for Two,Billy deWolfe,\Und,und,|
6126,DaB28,Tea for Two,Gene Nelson,\Und,pianist,|
6127,DaB28,Tea for Two,Patrice Wymore,\Und,und,|
6128,DaB28,Tea for Two,Bill Gordon,\Und,"friendly uncle ""Max""",|
6129,DaB28,Tea for Two,S.Z. Sakall,\Und,und,|
6130,DaB29,The Daughter of Rosie O'Grady,June Haver,\Und,sweet,|
6131,DaB29,The Daughter of Rosie O'Grady,Gordon McRae,\Und,"RN:""Tony Pastor""",|
6132,DaB29,The Daughter of Rosie O'Grady,James Barton,\Und,drunk father,|
6133,DaB29,The Daughter of Rosie O'Grady,S.Z. Sakall,\Und,und,|
6134,DaB29,The Daughter of Rosie O'Grady,Gene Nelson,\Und,und,|
6135,DaB29,The Daughter of Rosie O'Grady,Jane Darwell,\Und,und,|
6136,DaB29,The Daughter of Rosie O'Grady,Debbie Reynolds,\Und,young girl,|
6137,DaB30,Painting the Clouds with Sunshine,Virginia Mayo,\Und,goldigger,|
6138,DaB30,Painting the Clouds with Sunshine,Gene Nelson,\Und,singer,|
6139,DaB30,Painting the Clouds with Sunshine,Dennis Morgan,\Und,und,|
6140,DaB30,Painting the Clouds with Sunshine,S.Z. Sakall,\Und,und,|
6141,DaB30,Painting the Clouds with Sunshine,Lucille Norman,\Und,goldigger,|
6142,DaB30,Painting the Clouds with Sunshine,Tom Conway,\Und,und,|
6143,DaB32,April in Paris,Doris Day,\Und,chorus girl,|
6144,DaB32,April in Paris,Ray Bolger,\Und,art Bureaucrat,|
6145,DaB32,April in Paris,Claude Dauphin,\Und,und,|
6146,DaB32,April in Paris,Eve Miller,\Und,und,|
6147,DaB32,April in Paris,George Givot,\Und,und,|
6148,DaB32,Where's Charley?,Ray Bolger,\Und,"student, pretends to be aunt",|
6149,DaB33,Where's Charley?,Allyn Ann McLerie,\Und,"popular girl ""Amy""",|
6150,DaB33,Where's Charley?,Robert Shackleton,\Und,straight friend,|
6151,DaB33,Where's Charley?,Mary Germaine,\Und,und,|
6152,DaB33,Where's Charley?,Margaretta Scott,\Und,und,|
6153,DaB33,Where's Charley?,Howard Marion Crawford,\Und,und,|
6154,DaD10,Amityville II: The Possession,Burt Young,\Und,und,|
6155,DaD10,Amityville II: The Possession,Rutanya Alda,\Und,und,|
6156,DAf10,Mannen Pa Balkongen,Gosta Eckman,\Und,"RZ:cop, after killer",|
6157,DAf10,Mannen Pa Balkongen,Kjell Bergquist,\Und,und,|
6158,DAf10,Mannen Pa Balkongen,Rolf Lassgard,\Und,und,|
6159,DAf10,Mannen Pa Balkongen,Niklas Hjulstrom,\Und,und,|
6160,DaG3,The Count of Monte Christo,Richard Chamberlain,\Und,avenging count,|
6161,DaG3,The Count of Monte Christo,Tony Curtis,\Und,und,|
6162,DaG6,Gray Lady Down,Charlton Heston,\Und,"captain of wrecked submarine ""Paul""",|
6163,DaG6,Gray Lady Down,David Carradine,\Und,"builder of experimental submersible, scareifex himself ""Gates""",|
6164,DaG6,Gray Lady Down,Stacy Keach,\Und,"captain of rescue ship ""Bennett""",|
6165,DaG6,Gray Lady Down,Ned Beatty,\Und,"Gates' assistant ""Mickey""",|
6166,DaG6,Gray Lady Down,Stephen McHattie,\Und,"chief officer, closes hatch, drowns ""M.""",|
6167,DaG6,Gray Lady Down,Ronny Cox,\Und,"captain ""Sawyer""",|
6168,DaG6,Gray Lady Down,Dorin Harewood,\Und,"admiral ""Fowler""",|
6169,DaG6,Gray Lady Down,Charles Cioffi,\Und,"admiral in Pentagon ""Fowler""",|
6170,DaG6,Gray Lady Down,Anthonu Pozzini,\Und,"sailor ""Caruso""",|
6171,DaG6,Gray Lady Down,Rosemary Forsyth,\Und,und,|
6172,DaG10,What Ever Happend to Baby Jane?,Lynn Redgrave,\Und,"weird younger sister, ex-child star ""Baby Jane""",|
6173,DaG10,What Ever Happend to Baby Jane?,Vanessa Redgrave,\Und,"Mean, disabled older sister, ex-star ""Blanche Hudson""",|
6174,DaG10,What Ever Happend to Baby Jane?,John Glover,\Und,"sleazy operator, stabbed",|
6175,DaG10,What Ever Happend to Baby Jane?,s a,\Und,"physical therapist, stabbed",|
6176,DaH1,Running Scared,Robert Powell,\Und,"depressed student, suicide",|
6177,DaH1,Running Scared,Gayle Hunnicutt,\Und,und,|
6178,DaH1,Running Scared,Barry Morse,\Und,und,|
6179,DaH1,Running Scared,Stephanie Bimead,\Und,und,|
6180,DaH1,Running Scared,Edward Underdown,\Und,und,|
6181,DaH1,Running Scared,Maxine Audley,\Und,und,|
6182,DaH1,Running Scared,Georgia Brown,\Und,und,|
6183,DaH2,Just A Gigolo,David Bowie,\Und,veteran,|
6184,DaH2,Just A Gigolo,Sydne Rome,\Und,und,|
6185,DaH2,Just A Gigolo,Kim Novak,\Und,und,|
6186,DaH2,Just A Gigolo,Marlene Dietrich,\Und,und,|
6187,DaH2,Just A Gigolo,David Hemmings,\Und,und,|
6188,DaH2,Just A Gigolo,Maria Schell,\Und,und,|
6189,DaH2,Just A Gigolo,Curt Jurgens,\Und,und,|
6190,DaH2,Just A Gigolo,Erika Pluhar,\Und,und,|
6191,DAl10,Naked in New York,Eric Stoltz,\Und,aspiring playwright,|
6192,DAl10,Naked in New York,MaryLouise Parker,\Lov,playwright's lover,|
6193,DAl10,Naked in New York,Ralph Maccio,\Sdk,playwright's best buddy,|
6194,DAl10,Naked in New York,Jill Clayburgh,\Und,und,|
6195,DAl10,Naked in New York,Tony Curtis,\Und,pushy stage promoter,|
6196,DAl10,Naked in New York,Timothy Dalton,\Und,gallery owner,|
6197,DAl10,Naked in New York,Kathleen Turner,\Und,und,|
6198,DAl10,Naked in New York,William Styron,\Cam,und,|
6199,DAl10,Naked in New York,Whoppi Goldberg,\Und,und,|
6200,DAl10,Naked in New York,Arthur Penn,\Cam,und,|
6201,DaM1,Come Back Little Sheba,Shirley Booth,\Und,vacuous wife,AA
6202,DaM1,Come Back Little Sheba,Burt Lancaster,\Und,alcoholic husband,|
6203,DaM1,Come Back Little Sheba,Terry Moore,\Und,idolized girl,AAN
6204,DaM3,I'll Cry Tomorrow,Susan Hayward,\Und,"alcoholic actress ""Lillian Roth""",AAN
6205,DaM3,I'll Cry Tomorrow,Richard Conte,\Und,und,|
6206,DaM3,I'll Cry Tomorrow,Eddie Albert,\Und,und,|
6207,DaM3,I'll Cry Tomorrow,Jo vanFleet,\Und,und,|
6208,DaM3,I'll Cry Tomorrow,Don Taylor,\Und,und,|
6209,DaM3,I'll Cry Tomorrow,Ray Danton,\Und,und,|
6210,DaM3,I'll Cry Tomorrow,Margo,\Und,und,|
6211,DaM4,The Rose Tatoo,Anna Magnani,\Und,longing Sicilian widow,AA
6212,DaM4,The Rose Tatoo,Burt Lancaster,\Und,suitor,|
6213,DaM4,The Rose Tatoo,Jo VanFleet,\Und,und,|
6214,DaM4,The Rose Tatoo,Marisa Pavan,\Und,und,|
6215,DaM4,The Rose Tatoo,Ben Cooper,\Und,und,|
6216,DaM4,The Rose Tatoo,Virginia Grey,\Und,und,|
6217,DaM5,The Teahouse of the August Moon,Kyo Machiko,\Und,und,|
6218,DaM6,Butterfield Eight,Elizabeth Taylor,\Und,nymphomanic society call girl,AA
6219,DaM6,Butterfield Eight,Lawrence Harvey,\Und,und,|
6220,DaM6,Butterfield Eight,Eddie Fisher,\Und,und,|
6221,DaM6,Butterfield Eight,Dina Merrill,\Und,und,|
6222,DaM6,Butterfield Eight,Mildred Dunnock,\Und,und,|
6223,DaM6,Butterfield Eight,Betty Field,\Und,und,|
6224,DaM6,Butterfield Eight,Jeffrey Lynn,\Und,und,|
6225,DaM6,Butterfield Eight,Kay Medford,\Und,und,|
6226,DaM6,Butterfield Eight,Susan Oliver,\Und,und,|
6227,DaM7,The Last Angry Man,Paul Muni,\Sci,doctor,AAN|
6228,DaM7,The Last Angry Man,David Wayne,\Und,und,|
6229,DaM7,The Last Angry Man,Betsy Palmer,\Und,und,|
6230,DaM10,Ada,Susan Hayward,\Und,"ex-call girl, marries",|
6231,DaM10,Ada,Dean Martin,\Und,political candidate,|
6232,DaM10,Ada,Wilfrid Hyde White,\Und,und,|
6233,DaM10,Ada,Ralph Meeker,\Und,und,|
6234,DaM10,Ada,Martin Balsam,\Und,und,|
6235,DaM30,Journey into Fear,Zero Mostel,\Und,und,|
6236,DaM30,Journey into Fear,Shelley Winters,\Und,und,|
6237,DaM30,Journey into Fear,Stanley Holloway,\Und,und,|
6238,DaM30,Journey into Fear,Vincent Price,\Und,und,|
6239,DaM30,Journey into Fear,Donald Pleasance,\Und,und,|
6240,DaM30,Journey into Fear,Sam Waterston,\Und,und,|
6241,DaM30,Journey into Fear,Joseph Wiseman,\Und,und,|
6242,DaM30,Journey into Fear,Scott Marlowe,\Und,und,|
6243,DaM30,Journey into Fear,Yvette Mimieux,\Und,und,|
6244,DaM30,Journey into Fear,Richard Bennett,\Und,captain,|
6245,DaM35,Matilda,Elliot Gould,\Und,und,|
6246,DaM35,Matilda,Robert Mitchum,\Und,und,|
6247,DaM35,Matilda,Harry Guardino,\Und,und,|
6248,DAP10,The War Room,James Carville,\Und,"campaign advisor ""James Carville""",|
6249,DAP10,The War Room,Bill Clinton,\Und,"presidential candidate ""Bill Clinton""",|
6250,DAr10,PI,Sean Gullette,\Und,mathematical genius,|
